idx,text,label,style,scenario_type,has_codeword,codeword,text_masked,vessel,call_sign,mmsi,location,weather,pob,nature,injury,asr_low,asr_med,asr_high
1258,"Hey there, this is the fishing trawler Sea Breeze, umm, we're currently about 15 miles off Cape Point. Got a bit of a situation here, one of our crew members, uh, Sam, he's feeling really dizzy and, like, he’s having some trouble breathing. We’ve got decent weather, clear skies, slight swell, but, yeah, we need some help, I think. There's six of us total on board, and, uh, just really hoping to get some advice or, um, maybe you can send a boat if needed? Over.",Routine,informal,medical_issue,False,NONE,"Hey there, this is the fishing trawler Sea Breeze, umm, we're currently about 15 miles off Cape Point. Got a bit of a situation here, one of our crew members, uh, Sam, he's feeling really dizzy and, like, he’s having some trouble breathing. We’ve got decent weather, clear skies, slight swell, but, yeah, we need some help, I think. There's six of us total on board, and, uh, just really hoping to get some advice or, um, maybe you can send a boat if needed? Over.",Sea Breeze,,,15 miles off Cape Point,"clear skies, slight swell",6,medical situation,dizziness and trouble breathing,"Hey there, this is the fishing trawler sea breeze on work currently about 15 miles off Cape Point.  Got a bit of a situation here, one of our crew members are Sam, he's feeling really dizzy and  like he's having some trouble breathing. We've got decent weather, clear skies, slight swell,  but yeah we need some help I think. There's six of us total on board and oh,  just really hoping to get some advice or maybe you can send a ball if needed over.","Hey there, this is the fishing troller sea breeze, I'm currently about 15 miles off Cape Point.  Got a bit of a situation here, one of our crew members are Sam, he's feeling really dizzy and  like he's having some trouble breathing. We've got decent weather, clear skies, slides well, but  yeah we need some help I think. There's six of us total on board and uh just really hoping to get  some advice or um maybe you can send a bullet if needed, over.","Here there, this is the fishing trawler sea breeze on Booker at me about 15 miles off Cape Point.  Got a bit of a situation here, one of our crew members are some,  he's feeling really dizzy and like, he's having some trouble breathing.  We've got decent weather, clear skies, slight swell, but yeah, we need some help, I think.  There's six of us total on board and uh, just really hoping to get some advice or um,  maybe he can send the boat if needed, over."
1259,"This is a relay from the fishing vessel Ocean Explorer, currently at 37 degrees, 45 minutes North, 122 degrees, 30 minutes West. They report that the sailing yacht Sea Breeze is attempting to reach out for a radio check, but their communication appears to be faint. Conditions are calm, with a slight swell and visibility at approximately 5 miles. Ocean Explorer confirms that there are 4 persons on board Sea Breeze and no injuries reported. They request assistance in establishing contact with Sea Breeze. Over.",Distress,third_party,radio_check,False,NONE,"This is a relay from the fishing vessel Ocean Explorer, currently at 37 degrees, 45 minutes North, 122 degrees, 30 minutes West. They report that the sailing yacht Sea Breeze is attempting to reach out for a radio check, but their communication appears to be faint. Conditions are calm, with a slight swell and visibility at approximately 5 miles. Ocean Explorer confirms that there are 4 persons on board Sea Breeze and no injuries reported. They request assistance in establishing contact with Sea Breeze. Over.",Ocean Explorer,,,"37 degrees, 45 minutes North, 122 degrees, 30 minutes West","calm, slight swell, visibility 5 miles",4,,,"This is a relay from the fishing vessel Ocean Expo, currently at 37 degrees, 45 minutes north,  122 degrees, 30 minutes west. They report that the sailing yacht Sea Breeze is attempting to  reach out for a radio check, but their communication appears to be faint. Conditions are calm with a  slight swell and visibility at approximately five miles. Ocean Expo confirms that there are  four persons on board Sea Breeze and no injuries reported. They request assistance in establishing  contact with Sea Breeze.","This is really from the fishing vessel Ocean Expo, currently at 37 degrees, 45 minutes north,  122 degrees, 30 minutes west. They report that the sailing yacht Sea Breeze is attempting to  reach out for a radio check, but their communication appears to be faint. Conditions are calm with  a slight swell and visibility at the proximity five miles. Ocean Expo confirms that there are  four persons onboard Sea Breeze and no injuries reported. They request assistance and establish  in contact with Sea.","This is a relay from the fishing vessel Ocean Expo currently at 37 degrees, 45 minutes north,  120 degrees, 30 minutes west. They report that the sailing yachts and  breezes attempting to reach out for a radio trip, but their communication appears to be  safe. Conditions are calm, with a slight swirl and visibility of departs nearly five miles.  Ocean Expo confirms that there are four persons on board CPUs and no injuries reported.  They request assistance and start mission contact with sea."
1260,"Hey, this is the Ocean Explorer, uh, we’re about five miles northeast of Clearwater, uh, engine's gone a bit funny, not responding. Just drifting now, no power. Weather's clear, light winds. Got three crew on board, everyone’s okay, just, uh, working on it. Could use a hand if anyone’s nearby. Over.",Routine,informal,engine_failure,False,NONE,"Hey, this is the Ocean Explorer, uh, we’re about five miles northeast of Clearwater, uh, engine's gone a bit funny, not responding. Just drifting now, no power. Weather's clear, light winds. Got three crew on board, everyone’s okay, just, uh, working on it. Could use a hand if anyone’s nearby. Over.",Ocean Explorer,,,five miles northeast of Clearwater,"clear, light winds",3,engine failure,none,"Hey, this is the ocean explorer, or we're about 5 miles north east of Clearwater.  Our engines got a bit funny, not responding.  Just drifting now, no power.  Weather's clear, light winds.  Got three crew on board, everyone's okay.  Just a working on it.  Could use a hand if anyone's nearby.  Over.","Hey, this is the ocean explorer, or you're about 5 miles north east of Clearwater.  I, engines got a bit funny, not responding.  Just drifting now, no power.  Weather's clear, light winds.  Got three crew on board, everyone's okay.  Just a working on it.  Could use a hammer if anyone's nearby.  Over.","Hey, this is the ocean explorer, I've been about 5 miles more east of Clearwater.  I, engines got a bit funny, not responding.  Just drifting now, no power.  Weather's clear, light winds.  Got through Clearon board, everyone's okay.  Just a working on it.  He'd use a hand if anyone's nearby.  Over."
1261,"Hey, this is the Ocean Explorer, uh, just wanted to let you know we've got some smoke coming from the engine room. Not sure if it's a full-on fire, but there's definitely something burning. We're at, uh, 35 degrees 12 minutes North, 75 degrees 34 minutes West. Weather's, um, kinda calm, but visibility's not great with the smoke. We've got, uh, 15 people on board. So, y'know, just keeping an eye on things here. Will update if anything changes. Over.",Routine,informal,fire_smoke,False,NONE,"Hey, this is the Ocean Explorer, uh, just wanted to let you know we've got some smoke coming from the engine room. Not sure if it's a full-on fire, but there's definitely something burning. We're at, uh, 35 degrees 12 minutes North, 75 degrees 34 minutes West. Weather's, um, kinda calm, but visibility's not great with the smoke. We've got, uh, 15 people on board. So, y'know, just keeping an eye on things here. Will update if anything changes. Over.",Ocean Explorer,WXYZ1234,123456789,"35 degrees 12 minutes North, 75 degrees 34 minutes West","calm, visibility not great",15,smoke from engine room,,"Hey, this is the ocean explorer, or just wanted to let you know we've got some smoke coming  from the engine room.  Not sure if it's a full-on fire, but there's definitely something burning.  We're at, at 35 degrees 12 minutes north, 75 degrees 34 minutes worst.  Weather's kinda calm, but visibility's not great with the smoke.  We've got a 15 people onboard.  So, you know, just keeping an eye on things here will update if anything changes.","Pay is to see if you can explore it or just wanted to let you know we've got some smoke  coming from the engine room.  Not sure if it's a full-on fire, but there's definitely something burning.  We're at, at 35 degrees, 12 minutes north, 75 degrees, 34 minutes west.  Weather's kinda calm, but visibility's not great with a smoke.  We've got a 15 people onboard.  So, you know, just keeping an eye on things here will update if anything changes.  Over.","Hey, this is the ocean explorer, I just wanted to let you know we've got some smoke coming from the engine room.  Not sure if it's a full-on fire, but there's definitely something burning.  We're at, at 35 degrees, 12 minutes north, 75 degrees, 34 minutes west.  Weather's kinda calm, but visibility's not great with this smoke.  We've got a 15 people on board.  So, you know, just keeping an eye on things here will update if anything changes.  Offer."
1262,"SECURITE, SECURITE, SECURITE. This is the fishing vessel Ocean Hunter, call sign WXYZ123, located at 37 degrees 22 minutes North, 123 degrees 45 minutes West. We have grounded on a submerged rock and are currently unable to proceed. The weather is calm with light winds and visibility is good. There are 6 persons on board; all are safe but we require assistance to refloat. Over.",Safety,formal,grounding,True,SECURITE,"[SIGNAL], [SIGNAL], [SIGNAL]. This is the fishing vessel Ocean Hunter, call sign WXYZ123, located at 37 degrees 22 minutes North, 123 degrees 45 minutes West. We have grounded on a submerged rock and are currently unable to proceed. The weather is calm with light winds and visibility is good. There are 6 persons on board; all are safe but we require assistance to refloat. Over.",Ocean Hunter,WXYZ123,,"37 degrees 22 minutes North, 123 degrees 45 minutes West",calm with light winds and good visibility,6,grounding on a submerged rock,none,"Secure it, secure it, secure it.  This is the fishing vessel Ocean Hunter, whole-signed W. Aquazon 123, located at 37 degrees  22 minutes north, 123 degrees 45 minutes west.  We have grounded on a submerged rock and a currently enabled to proceed.  The weather is calm with light winds and visibility is geared.  There are six persons aboard, all are safe, but we require assistance to reflow.","Secure it, secure it, secure it.  This is a fishing vessel asian hunter, whole-signed of the Airquise in 123, located at 37 degrees  22 minutes north, 123 degrees 45 minutes west.  We have grounded on a submerged rock and a currently enabled proceed.  The weather is calm with light winds and visibility is good.  There are six persons on board, all are safe, but we require assistance to reflow.  Offer.","Secure it, secure it, secure it.  This is a fishing vessel as in Hunter, whole sign W requires in Hunter 23, located at  37 degrees, 22 minutes north, 123 degrees 45 minutes west.  We have grounded on a submerged rock in a currently enabled proceed.  The weather is calm with light winds and visibility is good.  There are six persons on board, all are safe, but we require assistance to reflow.  Over."
1263,"SECURITE, SECURITE, SECURITE. This is the fishing vessel 'Ocean Hunter', transmitting on behalf of the cargo ship 'Maritime Eagle'. The 'Maritime Eagle' has run aground approximately 3 nautical miles off the coast of Point Reyes, at position 37 degrees 59.5 minutes North, 122 degrees 55.3 minutes West. Weather conditions are overcast with winds at 15 knots and 2-meter seas. There are 20 persons on board, and they report no injuries. They are currently assessing the situation and require assistance. Other vessels in the vicinity are advised to keep clear. End of message.",Safety,third_party,grounding,True,SECURITE,"[SIGNAL], [SIGNAL], [SIGNAL]. This is the fishing vessel 'Ocean Hunter', transmitting on behalf of the cargo ship 'Maritime Eagle'. The 'Maritime Eagle' has run aground approximately 3 nautical miles off the coast of Point Reyes, at position 37 degrees 59.5 minutes North, 122 degrees 55.3 minutes West. Weather conditions are overcast with winds at 15 knots and 2-meter seas. There are 20 persons on board, and they report no injuries. They are currently assessing the situation and require assistance. Other vessels in the vicinity are advised to keep clear. End of message.",Ocean Hunter,,,"37° 59.5' N, 122° 55.3' W","overcast, winds 15 knots, 2-meter seas",20,grounding,none,"Secure it, secure it, secure it.  This is the Fish and Vassal Ocean Hunter, transmitting on behalf of the cargo ship Maritime  Eagle.  The Maritime Eagle has run aground approximately three nautical miles off the coast of Poin  Rays, a position 37 degrees 59.5 minutes north, 122 degrees 55.3 minutes west.  While their conditions are overcast with winds of 15 knots and two meters seas.  There are twenty persons on board and they report no injuries.  They are currently assessing the situation and require a system.","Secure it, secure it, secure it.  This is the Fish and Vassal Ocean Hunter, transmitting on behalf of the cargo ship Maritime  Eagle.  The Maritime Eagle has run aground approximately three nautical miles off the coast of Poin  Rees, a position 37 degrees 59.5 minutes north, 122 degrees 55.3 minutes west.  While their conditions are overcast with winds of 15 knots and two meters seas, there are  twenty persons on board and they report no injuries.  They are currently assessing the situation and require a system.","Secure it. Secure it. Secure it.  This is the Fession Basel Ocean Humpty, transmitting on behalf of the Calibrate Maritime Eagle.  The Maritime Eagle has run aground the proximity few nautical miles of the Coast to Point  Rees, a position 27 degrees 59.5 minutes north, 122 degrees 55.3 minutes west.  While their conditions are overcast with winds of 15 knots and two meters seas.  There are 20 persons in board and they report no injuries.  They are currently assessing the situation and require a system."
1264,"This is the fishing vessel Ocean Explorer, call sign ABC123, reporting a grounding situation. We are currently positioned at latitude 34 degrees 12 minutes north, longitude 76 degrees 45 minutes west. The vessel has run aground in shallow waters while navigating near the entrance of Cape Harbor. Weather conditions are currently fair, with light winds from the southeast and visibility of approximately 5 nautical miles. There are seven persons on board, and no injuries have been reported at this time. Assistance is requested to facilitate our refloating. Over.",Safety,formal,grounding,False,NONE,"This is the fishing vessel Ocean Explorer, call sign ABC123, reporting a grounding situation. We are currently positioned at latitude 34 degrees 12 minutes north, longitude 76 degrees 45 minutes west. The vessel has run aground in shallow waters while navigating near the entrance of Cape Harbor. Weather conditions are currently fair, with light winds from the southeast and visibility of approximately 5 nautical miles. There are seven persons on board, and no injuries have been reported at this time. Assistance is requested to facilitate our refloating. Over.",Ocean Explorer,ABC123,,"latitude 34 degrees 12 minutes north, longitude 76 degrees 45 minutes west","fair, light winds from the southeast, visibility 5 nautical miles",7,grounding,none,"This is the fishing vessel ocean explorer Carl Sainé beacon 123, reporting a grounding situation.  We are currently positioned at latitude 34 degrees 12 minutes north,  longitude 76 degrees 45 minutes west. The vessel has run aground and shallow waters while  navigating near the entrance of Cape Parba. Whether conditions are currently fair,  with light winds from the south-eastern visibility of approximately five nautical miles.  There are seven persons on board and no injuries have been reported about this tea.","This is the Fishing Vessel Ocean Explorer, called Sainé Beacon 123, reporting a grounding situation.  We are currently positioned at Latitude 34 degrees, 12 minutes north,  longitude 76 degrees 45 minutes west.  The vessel has run aground and shallow waters while navigating near the entrance of Cape Parba.  Weather conditions are currently fair with light winds from the surface  and visibility of approximately five nautical miles.  There are seven persons on board and no injuries have been reported at this tea.","This is the Fishing Vessel Ocean Explorer, Carl Simebi, on 120 feet, reporting a Grundy situation.  We are currently positioned at Lattichute 34 degrees, 12 minutes north,  Lattichute 76 degrees, 45 minutes west. The vessel has run aground and shallow waters while  navigating near the entrance of Keap Harbor. Whether conditions are currently fair  with late winds from the southeast and visibility of approximately five nautical miles.  There are seven persons on board and no injuries have been reported at Keap's team."
1265,"This is a relay from the fishing vessel Sea Breeze. They report significant water ingress in their aft compartment due to a damaged hull. Position is 37 degrees 45.2 minutes North, 122 degrees 30.8 minutes West, approximately 10 nautical miles off the coast of San Francisco. Weather conditions are clear with light winds. There are 4 persons on board, and they have activated their bilge pumps but need assistance. Sea Breeze requests nearby vessels to keep a lookout and offer aid if possible. Over.",Safety,third_party,water_ingress,False,NONE,"This is a relay from the fishing vessel Sea Breeze. They report significant water ingress in their aft compartment due to a damaged hull. Position is 37 degrees 45.2 minutes North, 122 degrees 30.8 minutes West, approximately 10 nautical miles off the coast of San Francisco. Weather conditions are clear with light winds. There are 4 persons on board, and they have activated their bilge pumps but need assistance. Sea Breeze requests nearby vessels to keep a lookout and offer aid if possible. Over.",Sea Breeze,WDC1234,123456789,"37.752 N, 122.513 W","Clear, light winds",4,water ingress,,"This is a relay from the fishing vessel Sea Breeze.  The report's significant water ingress is now compartment due to a damaged hull.  Position is 37 degrees for to 5.2 minutes north, 122 degrees 30.8 minutes rest, approximately  to an article miles off the coast of San Francisco.  Where the conditions are clear with light winds, there are 4 persons on board and they have  activated the build pumps but need assistance.  Sea Breeze requests nearby vessels to keep a lookout and offer aid if possible, over.","This is a relay from the fishing vessel Sea Breeze, the report's significant water ingress  in the half-compartment due to a damaged hull.  Position is 37 degrees for to 5.2 minutes north, 122 degrees 30.8 minutes rest, approximately  to a nautical miles off the coast of San Francisco, where the conditions are clear with light  winds.  There are four persons on board and they have activated their both pumps but need assistance.  Sea Breeze requests snapper vessels to keep a lookout and offer aid if possible, over.","This is a relay from the fishing vessel Sea Breeze.  The report's significant water injury now have compartment due to a damaged hole.  Positioned this 37° for to 5.2 minutes north.  122° 30.8 minutes west, approximately to a medical miles off the coast of San Francisco.  Where the conditions occur with light winds.  There are four persons in board and they have activated their both pumps but near the systems.  Sea Breeze requests snair perverses to keep a look out and offer aid if possible.  Over."
1266,"This is a relay from the fishing vessel Ocean Hunter. They report that the cargo ship Horizon Star has grounded near Point Break at approximately 34.5678 N, 120.1234 W. The vessel is currently aground with an estimated 15 persons on board. Weather conditions are clear, with a light breeze. No injuries have been reported, but the crew is assessing the situation. Requesting assistance and monitoring for further updates.",Safety,third_party,grounding,False,NONE,"This is a relay from the fishing vessel Ocean Hunter. They report that the cargo ship Horizon Star has grounded near Point Break at approximately 34.5678 N, 120.1234 W. The vessel is currently aground with an estimated 15 persons on board. Weather conditions are clear, with a light breeze. No injuries have been reported, but the crew is assessing the situation. Requesting assistance and monitoring for further updates.",Horizon Star,,,"34.5678 N, 120.1234 W","clear, light breeze",15,grounding,none,"This is a relay from the Fishing Vessel of Shenhunter.  A report that the cargo ship Horizon Star has grounded near-point break of approximately 34.5,6708M 120.1234W.  The vessel is currently crowned with an estimated 15 persons on board.  Whether conditions are clear, with a light breeze, no injuries have been reported,  but the crew is assessing the situation, requesting assistance and monitoring for further updates.","This is a relay from the Fishing Vessel of Shenhunter.  They report that the cargo ship Horizon Star has grounded near-point break at approximately 34.5,678m 120.12 34W.  The vessel is currently crowned with an estimated 15 persons on board.  Whether conditions are clear.  With a light breeze.  No injuries have been reported.  But the crew is assessing the situation.  Requesting assistance and monitoring for further updates.","This is a relay from the Fishing Vessel of Shenhunter.  The report for the cargo ship Horizon Star has granted the appointment rate of approximately 34.5,670 to 18120.1234 W.  The vessel is currently crowned with an estimated 15 persons on board.  With the conditions are clear, with a light breeze.  No injuries have been reported, but the crew is assessing the situation, requesting the  assistance and monitoring for further updates."
1267,"Hey there, this is the S.S. Blue Horizon. We're, um, about 10 miles east of Cape Point, and we've got a bit of a situation. Engine just... kinda gave out, and we're drifting. Weather’s, uh, decent for now, just a light breeze, but we’re not moving. Got three folks on board, all okay, but we could use some, um, assistance if anyone’s nearby. Just thought I’d put it out there. Over.",Urgency,informal,engine_failure,False,NONE,"Hey there, this is the S.S. Blue Horizon. We're, um, about 10 miles east of Cape Point, and we've got a bit of a situation. Engine just... kinda gave out, and we're drifting. Weather’s, uh, decent for now, just a light breeze, but we’re not moving. Got three folks on board, all okay, but we could use some, um, assistance if anyone’s nearby. Just thought I’d put it out there. Over.",S.S. Blue Horizon,,,10 miles east of Cape Point,light breeze,3,engine failure,none,"Hey there, this is the SS Blue Horizon. We're at arm about 10 miles east of Cape Point  and we've got a bit of a situation. Engine just kind of gave out and we're drifting.  Weathers are decent for now, just to light breeze but we're not moving.  But three folks on board, all okay, but we could use some arm assistance if anyone's new by.  Just thought I'd put it out there over.","Hey there, this is the SS Blue Horizon. We're at arm about 10 miles east of Cape Point  and we've got a bit of a situation. Engine just kind of gave out and redrifting.  Where this are decent for now, just to light breeze but we're not moving.  But three folks on board, all okay, but we could use some arm assistance if anyone's nearby.  Just thought I'd put it out there over.","Hey there, this is the SS Blue Horizon. We're at arm about 10 miles east of kick point  and we've got a bit of a situation. Engine just kind of gave out and we're drifting.  Weathers are decent for now, just to like breeze but we're not moving.  But three folks on board, all okay, but we could use some um assistance if anyone's nearby.  Just thought I'd put it out there. Over."
1268,"Uh, this is the fishing trawler 'Sea Breeze', uh, we’re currently, like, about 15 miles southeast of Point Reyes, um, and we have a situation here. One of our crew, uh, he’s, like, really not doing well—he’s been, uh, complaining about chest pain and he’s, um, kinda sweaty, ya know? We’re all a bit worried. The weather’s, uh, okay, just a bit choppy. We need, um, assistance, like, ASAP. There’s, uh, four of us on board, but, uh, he’s the one we’re really concerned about. Over.",Distress,informal,medical_issue,False,NONE,"Uh, this is the fishing trawler 'Sea Breeze', uh, we’re currently, like, about 15 miles southeast of Point Reyes, um, and we have a situation here. One of our crew, uh, he’s, like, really not doing well—he’s been, uh, complaining about chest pain and he’s, um, kinda sweaty, ya know? We’re all a bit worried. The weather’s, uh, okay, just a bit choppy. We need, um, assistance, like, ASAP. There’s, uh, four of us on board, but, uh, he’s the one we’re really concerned about. Over.",Sea Breeze,,,15 miles southeast of Point Reyes,choppy,4,chest pain,"sweaty, not doing well","Oh, this is the fishing trawler sea breeze, uh, where currently, like, about 15 miles south east of Point Race, um,  and we have a situation here. One of our crew, uh, he's, like, really not doing what he's been, uh,  complaining about chest pain and he's, um, kind of sweaty, you know, we're all a bit worried.  The weather's up, okay, just a big choppy. We need on-assistance, like, ASAP. Those are  four of us on board, but I, he's the one we're really concerned about. Over.","Oh, this is the fishing trollessy breeze, uh, where currently, like, about 15 miles south east of Point Race, um,  and we have a situation here. One of our crew, uh, he's, like, really not doing what he's been, uh,  complaining about chest pain and he's, um, kind of sweaty, you know. We're all a bit worried.  The weather's uh, okay, just a big choppy. We need on assistance, like, ASAP. Those are  four of us on board, but I, he's the one we're really concerned about. Over.","Oh, this is the fishing call I see, please, uh, wake up me like about 15 miles south east of Point Race, um,  and we have a situation here. One of our crew, uh, he's like, really not doing where he's been, uh,  complaining about chest pain, and he's, um, kind of slightly, you know, we're all a bit worried.  The wedges are okay, just a big choppy. We need almost a synth, like ASAP,  those are four of us on board, but I, he's the one we're really concerned about.  Over."
1269,"Hey, this is the MV Ocean Explorer, we just had a close call with the tanker, uh, Blue Wave. We’re, uh, about five miles off the coast of Cape May. Conditions are, um, kinda choppy, sea's around three feet. Everyone's okay here, but the Blue Wave took some damage on the starboard side, I think. We’re monitoring, but, uh, just wanted to let you know in case they need assistance or something. Over.",Urgency,informal,collision,False,NONE,"Hey, this is the MV Ocean Explorer, we just had a close call with the tanker, uh, Blue Wave. We’re, uh, about five miles off the coast of Cape May. Conditions are, um, kinda choppy, sea's around three feet. Everyone's okay here, but the Blue Wave took some damage on the starboard side, I think. We’re monitoring, but, uh, just wanted to let you know in case they need assistance or something. Over.",MV Ocean Explorer,,,five miles off the coast of Cape May,"choppy, sea's around three feet",,collision,none,"Hey, this is the Motive Solution Explore, we've just had a close call with the tanker up Blue Wave.  We're at about 5 miles off the coast of Cape May.  Conditions are on kind of choppy seas around 3 feet.  Everyone's okay here, but the Blue Wave took some damage on the stubborn side, I think.  We're monitoring, but oh, just wanted to let you know in case they need assistance for something.  Also...","Hate this is the motive escalation at Bloor, he just had a close call with the tanker, but Blue Wave.  We're at about 5 miles off the coast of Cape May.  Conditions are on kinda choppy seas around 3 feet.  Everyone's okay here, but the Blue Wave took some damage on the stubborn side, I think.  We're monitoring, but oh, just wanted to let you know in case they need assistance for something.  Also...","Hey, this is the motor vessel ocean at Gourmet, you just had a close call with the tanker,  but me waif.  We're at about five miles off the coast of Keetney.  Conditions are on time the choppy sees around three feet.  Everyone's okay here, but the me waif took some damage in the stubborn side, I think.  We're monitoring, but oh, just wanted to let you know in case they need assistance for something.  Hopefully."
1270,"Uh, this is the fishing vessel, uh, Sea Breeze. We’re about, uh, 15 miles off, um, Cape Point. Uh, we’ve got a fire on board. Yeah, smoke’s coming from the galley, and it’s getting a bit, um, thick in here. PAN PAN! We’re trying to, you know, put it out, but, um, could use some backup soon. No one’s hurt, just a couple of us are coughing a bit. Weather’s, uh, clear but, um, it’s getting a bit smoky. Over.",Urgency,informal,fire_smoke,True,PAN PAN,"Uh, this is the fishing vessel, uh, Sea Breeze. We’re about, uh, 15 miles off, um, Cape Point. Uh, we’ve got a fire on board. Yeah, smoke’s coming from the galley, and it’s getting a bit, um, thick in here. [SIGNAL]! We’re trying to, you know, put it out, but, um, could use some backup soon. No one’s hurt, just a couple of us are coughing a bit. Weather’s, uh, clear but, um, it’s getting a bit smoky. Over.",Sea Breeze,,,15 miles off Cape Point,clear,5,fire on board,coughing,"Oh, this is the fishing vessel on sea breeze. We're about on 15 miles off on Cape Point.  Oh, you've got a fire on board. Yeah, Smokes coming from the galley and it's getting a bit  unfricken here. And, um, we're trying to, you know, put it out, but, um, could you some like  up sea? No one's heard just a couple of us were coughing a bit. Where there's a, uh,  cave, but, um, it's getting a bit smoky over.","Oh, this is the fishing dress so I'll see please.  We're about on 15 miles off on Cape Port.  Oh, you've got a fire on board.  Yeah, Smokes coming from the gallery and let's get here a bit, I'm ficking here.  And then, we're trying to, you know, put it out, but I'll continue some market soon.  No one's hurt, just a couple of us are coughing a bit.  Where there's a eye, Cape, but um, it's getting a bit smoky.  Over.","Oh, this is the fishing vessel by C-B's.  We've got about 15 miles off on Cape Point.  Oh, we've got a fire on, babe.  Here, Smokes coming from a valley from the Skyfield, but I'm keeping here.  I'm gone.  We're trying to, you know, put it out, but I'm continuing some luck at sea.  There once hurt just a couple of us with coffee, a bit.  Where there's a pipe, Cape Point on, it's getting a bit smoky over there."
1271,"This is the fishing vessel Ocean Pearl relaying a report from the cargo ship Horizon Trader. They are currently located at 35 degrees 12 minutes North, 75 degrees 45 minutes West. The Horizon Trader has reported a fire in the galley area, with smoke visible from the main deck. The crew is attempting to contain the situation using onboard fire extinguishers. Weather conditions are calm with a visibility of approximately 10 nautical miles. There are 22 persons on board, and no injuries have been reported at this time.",Routine,third_party,fire_smoke,False,NONE,"This is the fishing vessel Ocean Pearl relaying a report from the cargo ship Horizon Trader. They are currently located at 35 degrees 12 minutes North, 75 degrees 45 minutes West. The Horizon Trader has reported a fire in the galley area, with smoke visible from the main deck. The crew is attempting to contain the situation using onboard fire extinguishers. Weather conditions are calm with a visibility of approximately 10 nautical miles. There are 22 persons on board, and no injuries have been reported at this time.",Ocean Pearl,ABC1234,123456789,"35 degrees 12 minutes North, 75 degrees 45 minutes West","calm, visibility 10 nautical miles",22,fire in galley area,none,"This is the Fishing Vessel Ocean pole relay in a report from the cargo ship Horizon Trader.  They are currently located at 35 degrees 12 minutes north, 75 degrees 45 minutes west.  The Horizon Trader has reported a fire in the galley area as smoke visible from the main deck.  The crew is attempting to contain the situation using onboard fire extinguishes.  While the conditions are common with a visibility of approximately 10 nautical miles,  there are 22 persons on board and no injuries have been allowed.","This is the fishing vessel ocean parallel relay in the report from the cargo ship Horizon Trader.  They are currently located at 35 degrees 12 minutes north, 75 degrees 45 minutes rest.  The Horizon Trader has reported a fire in the galley area that smoke visible from the main deck.  The crew is attempting to contain the situation using onboard fire extinguishes.  While the conditions are common, the visibility of a proximity to a multiple miles.  There are 22 persons onboard, and no injuries have been allowed.","This is the Fish Investigation Parallel, and they report from the cargo ship Horizon Trader.  They are currently located at 35 degrees 12 minutes north, 75 degrees 45 minutes fast.  The Horizon Trader has reported the fire in the Galli area, as well as visible from the main deck.  The crew is attempting to contain the situation using onboard fire extinguishes.  All the conditions are common, but the visibility is approximate, and it's not recognized.  There are 22 persons onboard, and no injuries have been allowed."
1272,"Hey, this is the cargo ship Sea Breeze, uh, we’re at 34 degrees, 15 minutes North, uh, 76 degrees, 30 minutes West. Just wanted to give a heads up, we had a bit of a cargo shift, like... we’re kinda listing to starboard now. Weather’s calm, like, no winds or anything, but uh, we’re trying to sort it out. Got 12 crew on board, and, um, thankfully no injuries. Just, uh, keeping an eye on things. Hope we can get it sorted before it gets worse.",Safety,informal,cargo_shift,False,NONE,"Hey, this is the cargo ship Sea Breeze, uh, we’re at 34 degrees, 15 minutes North, uh, 76 degrees, 30 minutes West. Just wanted to give a heads up, we had a bit of a cargo shift, like... we’re kinda listing to starboard now. Weather’s calm, like, no winds or anything, but uh, we’re trying to sort it out. Got 12 crew on board, and, um, thankfully no injuries. Just, uh, keeping an eye on things. Hope we can get it sorted before it gets worse.",Sea Breeze,,,"34 degrees, 15 minutes North, 76 degrees, 30 minutes West",calm,12,cargo shift,none,"Hey, this is the Coggle Ship Sea Breeze, oh, we're at 34 degrees, 15 minutes north,  a 76 degrees, 30 minutes west. Just wanted to give a heads up, we had a bit of a Coggle shift,  like, who kind of listened to Starbird Nell. Where is Calm, like, no winds or anything,  but oh, we're trying to sort it out, bot 12 crew on board, and unthinkfully new injuries,  just keeping an eye on things. Hope we can get it sorted before it gets worse.","Hey, this is the Coggle Ship CP's, oh, we're at 34 degrees, 15 minutes north,  a 76 degrees, 30 minutes west. Just wanted to give a head up,  we had a bit of a Coggle shift, like, who kinda listened to Starboard now.  Where's Khan, like, no wind or anything, but oh, we're trying to sort it out.  But 12 crew on board, and I'm thankfuling their injuries.  Just, uh, keeping an eye on things. Hope we can get it sorted before it gets worse.","Hey, this is the cargo ship CP's, I'll get 34 degrees, 15 minutes north, I have 76 degrees, 30 minutes rest.  Just wanted to give a heads up, you have a bit of a cargo shift, like, do kinda listen to Starboard now.  Where's Khan, like, no winds or anything, but we're trying to sort it out.  But 12 crew and board, and I'm thinking no injuries.  Just, uh, keeping an eye on things.  Hope you can get the sorted before it gets worse."
